SYMBOL, SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BBTCL, SM, 20-Jul-2021,77,78,78,78,78,78,78,3000,2.34,1,3000,100
BCG, BE, 20-Jul-2021,41.7,43.75,43.75,43.75,43.75,43.75,43.75,256999,112.44,468, -, -
BCLIND, EQ, 20-Jul-2021,261,262,264.75,243.8,251,250.55,252.65,157745,398.54,13521,74004,46.91
BCP, EQ, 20-Jul-2021,3.85,3.75,3.9,3.75,3.85,3.8,3.8,323279,12.28,273,218199,67.5
BDL, EQ, 20-Jul-2021,379.8,379.5,389,368.3,381,384.3,382.09,523239,1999.24,16448,200675,38.35
BEARDSELL, EQ, 20-Jul-2021,13.9,13.45,14,13.3,13.6,13.6,13.52,13283,1.8,60,12323,92.77
BECTORFOOD, EQ, 20-Jul-2021,452.8,454.8,457.2,438,442.8,444.35,445.21,610979,2720.16,15900,284148,46.51
BEDMUTHA, BE, 20-Jul-2021,35.4,36,37.15,34,35.25,34.55,35.45,19823,7.03,78, -, -
BEL, EQ, 20-Jul-2021,186,186.65,186.75,180.25,181,181.2,182.33,7300366,13310.64,40056,2084426,28.55
BEML, EQ, 20-Jul-2021,1298.05,1300,1307.7,1264,1268,1271.8,1281.79,201882,2587.71,9588,85280,42.24
BEPL, EQ, 20-Jul-2021,173.9,173.15,174.55,165.5,167.7,166.9,168.8,1504290,2539.3,20246,761936,50.65
BERGEPAINT, EQ, 20-Jul-2021,835.3,842,870,837.9,860.8,864.95,855.45,3711479,31749.71,87560,338984,9.13
BESTAGRO, EQ, 20-Jul-2021,454.8,450.05,468,445,459.65,465.25,459.58,52087,239.38,994,41234,79.16
BETA, SM, 20-Jul-2021,368.15,370,370.25,360,362.5,362.75,365.44,12000,43.85,15,8800,73.33
BFINVEST, EQ, 20-Jul-2021,423.15,424.8,426.3,395,401,402.75,409.22,181840,744.13,7743,68299,37.56
BFUTILITIE, EQ, 20-Jul-2021,521.2,523.95,524.4,490.3,497,499.95,505.15,554987,2803.5,18637,247624,44.62
BGRENERGY, EQ, 20-Jul-2021,66.1,66,66.6,63.1,64.5,64.15,64.52,199274,128.58,2442,111605,56.01
BHAGERIA, EQ, 20-Jul-2021,283.5,285.05,291.5,273,278,277.7,281.74,188991,532.46,10401,54658,28.92
BHAGYANGR, EQ, 20-Jul-2021,51.1,50.45,50.75,49,49.9,49.75,49.73,40679,20.23,379,24567,60.39
BHAGYAPROP, EQ, 20-Jul-2021,30.7,30.5,30.8,29.05,29.45,29.35,29.73,41715,12.4,468,21901,52.5
BHANDARI, EQ, 20-Jul-2021,3.75,3.7,3.7,3.6,3.6,3.6,3.64,294091,10.69,554,220290,74.91
BHARATFORG, EQ, 20-Jul-2021,812.05,816,819.6,795,795.2,798.5,802.4,1269998,10190.42,31686,608967,47.95
BHARATGEAR, EQ, 20-Jul-2021,120.1,119.05,128.7,116.1,123.25,123.6,122.74,140038,171.88,3588,50397,35.99
BHARATRAS, EQ, 20-Jul-2021,13623.75,13623.75,13800,13311.05,13430,13421.95,13508.82,2586,349.34,1433,883,34.15
BHARATWIRE, BE, 20-Jul-2021,80.2,79.5,80,77,77.85,77.85,78.37,43054,33.74,134, -, -
BHARTIARTL, EQ, 20-Jul-2021,538.45,536.45,536.8,523,525.3,525.75,527.3,7505544,39576.52,117673,4111061,54.77
BHEL, EQ, 20-Jul-2021,64,64.35,64.75,62.4,63.1,63.2,63.44,39112354,24813.95,77786,8083113,20.67
BIGBLOC, EQ, 20-Jul-2021,107.1,108,108,106,106,106.15,106.48,3918,4.17,72,2996,76.47
BIL, EQ, 20-Jul-2021,243.1,249.8,249.8,235,237.25,236.35,236.77,3611,8.55,188,2667,73.86
BINDALAGRO, EQ, 20-Jul-2021,30.9,31.35,31.35,28.3,28.5,29.15,29.79,328462,97.86,2300,202607,61.68
BIOCON, EQ, 20-Jul-2021,411.4,412.5,414,402.5,404,404.25,408.48,1845582,7538.76,27414,645099,34.95
BIOFILCHEM, EQ, 20-Jul-2021,79.3,75.35,75.35,75.35,75.35,75.35,75.35,22039,16.61,370,22039,100
BIRET, RR, 20-Jul-2021,270.43,270.5,273.25,265,268.93,267.51,266.47,415000,1105.87,656,358200,86.31
BIRLACABLE, BE, 20-Jul-2021,112.55,111.2,113.95,109,110.65,110.8,110.3,57401,63.31,754, -, -
BIRLACORPN, EQ, 20-Jul-2021,1336.15,1352,1429,1349.5,1420.5,1414.55,1398.16,682514,9542.66,40464,287930,42.19
BIRLAMONEY, EQ, 20-Jul-2021,80.2,80.6,80.9,75.2,75.85,76,77.44,476450,368.97,5767,261214,54.83
BIRLATYRE, EQ, 20-Jul-2021,27.95,27.95,28.15,27.25,28.05,27.7,27.61,259781,71.71,2360,197383,75.98
BKMINDST, BE, 20-Jul-2021,1.15,1.2,1.2,1.1,1.15,1.15,1.16,370810,4.29,252, -, -
BLBLIMITED, EQ, 20-Jul-2021,9.9,10.3,10.35,9.7,10.35,10.35,10.24,195401,20.02,343,141206,72.26
BLISSGVS, EQ, 20-Jul-2021,113.05,113.15,115.2,109.1,110.3,109.8,111.85,428389,479.17,6173,206496,48.2
BLKASHYAP, EQ, 20-Jul-2021,24.3,24.3,25.2,23.55,23.9,24,24.39,388970,94.88,1141,186991,48.07
BLS, EQ, 20-Jul-2021,131.6,132,132.65,128.1,129,128.7,129.75,283308,367.6,4549,134782,47.57
BLUECHIP, BE, 20-Jul-2021,0.35,0.35,0.4,0.3,0.35,0.35,0.38,67180,0.25,38, -, -
BLUEDART, EQ, 20-Jul-2021,5807.2,5828,5828,5600,5610,5612.45,5663.91,24247,1373.33,5722,14104,58.17
BLUESTARCO, EQ, 20-Jul-2021,865.05,870,870,835.1,845,845.05,846.53,60269,510.2,5396,26531,44.02
BODALCHEM, EQ, 20-Jul-2021,121.55,121.9,121.9,113.6,115.1,115.65,117.19,1527300,1789.88,12981,603423,39.51
BOMDYEING, EQ, 20-Jul-2021,106.25,107.25,109.5,101.5,102.1,103.25,105.94,15052322,15945.93,66611,3304292,21.95
BOROLTD, EQ, 20-Jul-2021,219.5,218.6,219.95,212.5,215,214.85,215.53,100187,215.93,3261,54422,54.32
BORORENEW, BE, 20-Jul-2021,285.9,281,286,273,279.75,278.35,278.13,242678,674.96,4877, -, -
BOSCHLTD, EQ, 20-Jul-2021,15218.5,15218.5,15252.4,15000.05,15045,15046.25,15076.85,18879,2846.36,5392,7053,37.36
BPCL, EQ, 20-Jul-2021,453.9,456.8,458,449,452.8,453.8,452.81,3844508,17408.17,50098,1949542,50.71
BPL, EQ, 20-Jul-2021,41.1,41.1,41.4,38.4,39.35,39.55,39.68,188009,74.61,1997,96701,51.43
BRFL, BE, 20-Jul-2021,10.2,10.3,10.3,9.75,9.95,9.9,9.91,353299,35,714, -, -
BRIGADE, EQ, 20-Jul-2021,323.2,324,326.15,312,313,313.2,318.91,782483,2495.44,18324,343550,43.91
BRIGHT, SM, 20-Jul-2021,6.6,6.8,6.9,6.75,6.9,6.9,6.85,192000,13.15,63,150000,78.13
BRITANNIA, EQ, 20-Jul-2021,3450.15,3455,3466.95,3426.5,3434.9,3433.55,3442.67,152954,5265.7,18452,75090,49.09
BRITANNIA, N2, 20-Jul-2021,32.78,32.75,32.9,32.72,32.74,32.75,32.76,3344,1.1,51,3339,99.85
BRITANNIA, N3, 20-Jul-2021,29.22,29.22,30,29,29.26,29.25,29.19,14035888,4097.73,6431,13303330,94.78
BRNL, EQ, 20-Jul-2021,36.75,37.5,37.6,34.8,34.9,35.05,35.76,182271,65.18,1706,107051,58.73
BROOKS, EQ, 20-Jul-2021,91.35,92,95.9,91.1,91.7,91.8,92.67,24227,22.45,549,11783,48.64
BSE, EQ, 20-Jul-2021,1328.45,1355,1410,1306.6,1320,1332.8,1356.54,6596095,89478.52,234944,766745,11.62
BSHSL, EQ, 20-Jul-2021,292.8,307.4,307.4,306,307.4,307.4,307.37,7248,22.28,163,6942,95.78
BSL, EQ, 20-Jul-2021,61.9,61.8,63.85,60,60.55,60.6,61.06,31514,19.24,634,18776,59.58
BSLGOLDETF, EQ, 20-Jul-2021,4392.1,4410,4410,4363,4363,4369.1,4386.47,144,6.32,47,83,57.64
BSLNIFTY, EQ, 20-Jul-2021,174.58,175.79,175.79,172.5,173.77,173.77,173.48,293,0.51,41,168,57.34
BSOFT, EQ, 20-Jul-2021,406.6,409.95,411.9,387,399.05,402.1,399.78,2968493,11867.33,53646,1003791,33.81
BTML, SM, 20-Jul-2021,72.5,71,73,71,71.25,71.25,71.75,3600,2.58,3,2400,66.67
BURGERKING, EQ, 20-Jul-2021,178.25,179.9,184.45,174.3,175.8,175.6,179.43,9723806,17447.52,79846,2955363,30.39
BURNPUR, BE, 20-Jul-2021,2.3,2.2,2.3,2.2,2.2,2.2,2.22,112637,2.5,114, -, -
BUTTERFLY, BE, 20-Jul-2021,753.95,753.95,773,720,744,746.05,744.66,64480,480.16,1351, -, -
BVCL, BE, 20-Jul-2021,23.15,22,24.2,22,23.7,23.4,23.27,15910,3.7,59, -, -
BYKE, EQ, 20-Jul-2021,29.8,29.95,30.85,29,29.2,29.3,29.49,43916,12.95,243,35262,80.29
CADILAHC, EQ, 20-Jul-2021,639.5,638.9,638.9,615,621,622.5,624.08,3628333,22643.7,51869,1430067,39.41
CALSOFT, BE, 20-Jul-2021,10.25,10.75,10.75,10.75,10.75,10.75,10.75,6240,0.67,21, -, -
CAMLINFINE, EQ, 20-Jul-2021,208.1,206,209.25,196.55,200.45,198.8,201.53,1546706,3117,23703,612749,39.62
CAMS, EQ, 20-Jul-2021,3446.5,3475,3525,3402.65,3418,3419.8,3445.65,250007,8614.36,34681,89351,35.74
CANBK, EQ, 20-Jul-2021,148.15,148.2,148.5,143.55,143.9,144.45,145.59,8968796,13058.05,43777,2595357,28.94
CANDC, BZ, 20-Jul-2021,3.8,3.9,3.9,3.65,3.65,3.65,3.68,117876,4.33,69, -, -
CANFINHOME, EQ, 20-Jul-2021,533.1,535,535.1,523.15,526.05,527.8,528.54,446010,2357.33,12853,219662,49.25
CANTABIL, EQ, 20-Jul-2021,414.5,418.7,424.9,406.8,408,409.25,413.44,63986,264.54,7976,16996,26.56
CAPACITE, EQ, 20-Jul-2021,231.6,232,236.05,218.05,226.65,227.2,227.47,475595,1081.83,10856,173431,36.47
CAPLIPOINT, EQ, 20-Jul-2021,703.45,712,718,690.45,714.9,712.55,707.87,482203,3413.36,16550,168073,34.86
CAPTRUST, EQ, 20-Jul-2021,115.9,113.15,117.95,107.5,108.4,108.85,111.03,40437,44.9,815,26871,66.45
CARBORUNIV, EQ, 20-Jul-2021,636.05,628,643.8,618,641.5,637.85,629.57,102157,643.15,6256,47191,46.19
CAREERP, EQ, 20-Jul-2021,146.35,150,150.75,139.55,145.7,146.15,145.48,188953,274.88,4622,84142,44.53
CARERATING, EQ, 20-Jul-2021,726.15,732.8,750,711.8,716.4,718,728.43,365836,2664.87,15116,111690,30.53
CASTEXTECH, BE, 20-Jul-2021,0.75,0.8,0.8,0.8,0.8,0.8,0.8,251352,2.01,186, -, -
CASTROLIND, EQ, 20-Jul-2021,143.45,143.65,143.8,140.55,141.5,141.45,141.81,652592,925.47,8384,344492,52.79
CCCL, BE, 20-Jul-2021,0.7,0.75,0.75,0.75,0.75,0.75,0.75,312853,2.35,287, -, -
CCHHL, BE, 20-Jul-2021,7.25,6.95,7.6,6.95,7.6,7.6,7.53,167300,12.6,365, -, -
CCL, EQ, 20-Jul-2021,381.15,388,394.8,382.55,386.05,385.3,387.05,386911,1497.52,13866,115412,29.83
CDSL, EQ, 20-Jul-2021,1537.45,1530.5,1577.45,1480,1506.65,1501.7,1520.39,2602861,39573.59,138594,820005,31.5
CEATLTD, EQ, 20-Jul-2021,1425.45,1425.45,1435.35,1385.15,1400,1399.7,1407.59,193442,2722.87,11619,82046,42.41
CEBBCO, BE, 20-Jul-2021,37.15,35.5,38.2,35.3,35.3,35.55,35.71,138767,49.55,595, -, -
CELEBRITY, EQ, 20-Jul-2021,9.4,9.6,9.85,9.5,9.85,9.85,9.8,194644,19.08,266,166236,85.41
CENTENKA, EQ, 20-Jul-2021,452.25,448.05,453.5,433,438,438.1,440.02,136106,598.89,11980,50748,37.29
CENTEXT, EQ, 20-Jul-2021,9.8,9.85,10,9.3,9.5,9.5,9.54,298069,28.43,754,195278,65.51
CENTRALBK, EQ, 20-Jul-2021,24.7,24.2,24.45,23.4,23.8,23.65,23.79,13265984,3156.3,23881,5277539,39.78
CENTRUM, EQ, 20-Jul-2021,51.45,51.45,52.35,49.3,50,49.8,50.74,3993333,2026.38,10308,1051683,26.34
CENTUM, EQ, 20-Jul-2021,509.7,509.7,513,488.3,500,499.6,501.14,11014,55.2,1065,6132,55.67
CENTURYPLY, EQ, 20-Jul-2021,420.7,423,423.75,405,420,420.65,415.84,185070,769.6,9850,107971,58.34
CENTURYTEX, EQ, 20-Jul-2021,719.55,714.95,722.85,688,694.6,694.55,703.84,519761,3658.3,15028,157853,30.37
CERA, EQ, 20-Jul-2021,4430.8,4415,4440,4330,4360,4355,4368.07,5018,219.19,1546,2034,40.53
CEREBRAINT, EQ, 20-Jul-2021,56.7,55.9,59.65,55.1,56.7,57.1,56.71,717091,406.67,7949,216686,30.22
CESC, EQ, 20-Jul-2021,841.55,840,844.9,804.85,817.5,817.7,828.89,686359,5689.13,17590,422845,61.61
CGCL, EQ, 20-Jul-2021,528.95,533.35,533.35,525,525,525.2,526.44,21135,111.26,3370,10188,48.2
CGPOWER, BE, 20-Jul-2021,75.45,75.5,75.85,71.7,74.2,74.1,72.96,1572535,1147.32,6966, -, -
CHALET, EQ, 20-Jul-2021,178.05,177.5,177.5,171.5,174,173.45,174.23,241160,420.17,8176,86461,35.85
CHAMBLFERT, EQ, 20-Jul-2021,304.6,304.8,307.9,299.05,307,305.85,304.46,907522,2763.01,15232,508234,56
CHEMBOND, EQ, 20-Jul-2021,231,235,244.8,227.1,231.1,230.9,232.2,48339,112.24,2345,32953,68.17
CHEMCON, EQ, 20-Jul-2021,488.45,488.75,493.9,476.15,480,479.9,483.4,189052,913.88,8015,77764,41.13
CHEMFAB, EQ, 20-Jul-2021,175.4,174.15,176.8,162.6,168.3,168.25,169.12,48414,81.88,2638,22622,46.73
CHENNPETRO, EQ, 20-Jul-2021,135.9,137.45,137.7,130.4,131.4,131.4,133.17,395662,526.91,5758,178443,45.1
CHOLAFIN, EQ, 20-Jul-2021,506.5,510.15,510.15,479,492.55,490.2,491.77,5964588,29331.95,125604,2637970,44.23
CHOLAHLDNG, EQ, 20-Jul-2021,659.6,668.5,668.5,647,648.75,650,652.26,293764,1916.11,11139,263671,89.76
CIGNITITEC, EQ, 20-Jul-2021,641.3,644,644.7,611.1,614.5,614.15,623.01,177640,1106.71,9287,73923,41.61
CINELINE, EQ, 20-Jul-2021,48.7,48.95,49.9,46.75,47.25,47.1,47.68,152952,72.93,1660,74756,48.88
CINEVISTA, BE, 20-Jul-2021,17.2,17.25,17.25,16.5,16.85,16.95,16.82,26887,4.52,104, -, -
CIPLA, EQ, 20-Jul-2021,974,972,974.1,952.65,955.3,955.15,958.23,1520300,14567.99,54695,506994,33.35
CLEAN, EQ, 20-Jul-2021,1585.25,1585.8,1760,1576.8,1731,1737.55,1696.71,6980467,118438.28,315143,1601077,22.94
CLEDUCATE, EQ, 20-Jul-2021,147.1,149.95,152.9,140.6,144,144.6,146.49,73602,107.82,1386,48182,65.46
CLNINDIA, EQ, 20-Jul-2021,596.75,596.6,596.6,574.9,582.15,581.05,585.17,72519,424.36,4691,38240,52.73
CLSEL, EQ, 20-Jul-2021,147.6,146.1,149.15,143.55,145.6,144.5,145.56,143506,208.88,3557,88770,61.86
CMICABLES, EQ, 20-Jul-2021,54.25,54.7,54.7,51.35,52.35,52.15,52.43,122627,64.3,1645,96666,78.83
CMMIPL, SM, 20-Jul-2021,16.4,17.2,17.2,17.2,17.2,17.2,17.2,3000,0.52,1,3000,100
COALINDIA, EQ, 20-Jul-2021,144.45,144.5,145.05,141.7,142.75,142.9,143.02,6271740,8970.07,41946,2224214,35.46
COCHINSHIP, EQ, 20-Jul-2021,380.7,380.9,384.8,375.25,375.75,376.65,379.27,288848,1095.52,7256,119763,41.46
COFFEEDAY, EQ, 20-Jul-2021,42.9,42.1,43,40.55,41.35,41.45,41.72,1099481,458.7,5516,699425,63.61
COFORGE, EQ, 20-Jul-2021,4544.45,4567,4578.7,4474.45,4525,4541.3,4524.26,310084,14029.02,41456,98505,31.77
COLPAL, EQ, 20-Jul-2021,1753.3,1757,1786.5,1750,1754.95,1754.45,1767.93,710131,12554.62,50355,246088,34.65
COMPINFO, EQ, 20-Jul-2021,31.1,31.1,31.4,27.65,29.25,29.2,29.64,669081,198.34,3640,381232,56.98
COMPUSOFT, EQ, 20-Jul-2021,16.2,16.6,16.7,15.45,16.05,16.3,15.93,185352,29.53,780,109621,59.14
CONCOR, EQ, 20-Jul-2021,658,661.5,670,657.45,664,664.4,664.25,1822387,12105.15,33872,684654,37.57
CONFIPET, EQ, 20-Jul-2021,61.7,61.15,61.95,58.9,59.65,59.6,60.12,1460146,877.77,5903,1187658,81.34
CONSOFINVT, EQ, 20-Jul-2021,130.2,131,131,125,125.8,126.45,126.94,12872,16.34,301,7902,61.39
CONTROLPR, EQ, 20-Jul-2021,377.25,375,377.9,350.05,359,360.5,361.28,98680,356.51,5468,49804,50.47
CORALFINAC, EQ, 20-Jul-2021,52.15,52,54,50.1,51.25,51.25,51.58,83634,43.14,1195,49446,59.12
CORDSCABLE, EQ, 20-Jul-2021,68.05,67.25,69,64.2,65.3,65.2,66.27,103231,68.41,1622,49808,48.25
COROMANDEL, EQ, 20-Jul-2021,870,874.6,875.6,852.7,864.5,865.95,865.44,231041,1999.52,17552,95354,41.27
COSMOFILMS, EQ, 20-Jul-2021,1135.3,1139.7,1146.3,1087.25,1099,1105.8,1116.9,75793,846.53,6186,30005,39.59
COUNCODOS, EQ, 20-Jul-2021,2.9,2.95,2.95,2.8,2.9,2.8,2.86,103762,2.97,127,61245,59.02
COX&KINGS, BZ, 20-Jul-2021,1.9,1.85,1.95,1.85,1.95,1.95,1.92,707188,13.59,499, -, -
CPSEETF, EQ, 20-Jul-2021,26.12,26.13,26.13,25.65,25.81,25.8,25.82,1663846,429.65,61265,1336875,80.35
CRAFTSMAN, EQ, 20-Jul-2021,2086.25,2105.7,2110.2,2001.5,2060,2065.65,2053.62,50870,1044.68,6015,23463,46.12
CREATIVE, BE, 20-Jul-2021,207.1,205,217.45,196.75,217.45,217.45,203.59,64892,132.11,701, -, -
CREDITACC, EQ, 20-Jul-2021,717.8,717.25,722.05,701.65,703.5,703.8,709.98,63740,452.54,4602,23821,37.37
CREST, BE, 20-Jul-2021,135.9,132,140.95,129.15,129.15,129.15,130.46,15779,20.59,197, -, -
CRISIL, EQ, 20-Jul-2021,3100.7,3199,3330,2906.1,2939.8,3004.15,3140.24,708940,22262.42,67015,68030,9.6
CROMPTON, EQ, 20-Jul-2021,465.35,467.05,470.45,438.1,455.2,459.6,455.37,2321324,10570.55,36458,1396263,60.15
CSBBANK, EQ, 20-Jul-2021,341.95,342,349.9,333.15,337.6,336.9,339.59,321858,1092.99,7211,109399,33.99
CTE, EQ, 20-Jul-2021,67.05,70.4,70.4,70.4,70.4,70.4,70.4,22067,15.54,129,18331,83.07
CUB, EQ, 20-Jul-2021,158.65,159.85,159.85,153.2,153.75,153.55,155.2,1994270,3095.19,14503,964926,48.38
CUBEXTUB, EQ, 20-Jul-2021,30.5,31.15,31.15,29,29.55,29.35,29.48,20889,6.16,171,15945,76.33
CUMMINSIND, EQ, 20-Jul-2021,861.6,861.6,866.9,841.6,851.5,853.85,854.72,535458,4576.66,14575,280850,52.45
CUPID, EQ, 20-Jul-2021,265.75,266.8,268.95,248,253.35,253.5,255.99,218825,560.16,9001,96566,44.13
CYBERMEDIA, BE, 20-Jul-2021,12.9,12.35,12.35,12.3,12.3,12.3,12.32,4423,0.54,38, -, -
CYBERTECH, EQ, 20-Jul-2021,200,200,203.45,186.1,192,193.2,194.16,563557,1094.2,12554,217441,38.58
CYIENT, EQ, 20-Jul-2021,1014.2,1010.4,1022.8,972,975.6,977.8,986.45,524271,5171.67,26139,310322,59.19
DAAWAT, EQ, 20-Jul-2021,79.35,79.4,79.7,76.05,76.6,76.4,77.37,1282744,992.5,10625,620455,48.37
DABUR, EQ, 20-Jul-2021,588.8,591,592.45,583,586.25,588.2,588.84,1877572,11055.89,44520,898507,47.85
DALBHARAT, EQ, 20-Jul-2021,2227.2,2245.45,2250,2127,2190,2183.15,2180.24,254141,5540.88,34485,110959,43.66
DALMIASUG, EQ, 20-Jul-2021,460.05,460,461.45,442,452,450.65,450.58,90888,409.52,4603,46199,50.83
DAMODARIND, BE, 20-Jul-2021,51.9,50.6,53.5,49.35,51.4,50.65,50.42,32488,16.38,186, -, -
DANGEE, EQ, 20-Jul-2021,183.45,185.95,190.5,181.65,183.5,183.25,185.47,3812,7.07,32,2696,70.72
DATAMATICS, EQ, 20-Jul-2021,300.5,314,326.7,278.05,312.15,313.3,306.89,3655452,11218.35,66223,855363,23.4
DBCORP, EQ, 20-Jul-2021,114.45,115.8,115.8,108.1,109.2,109.05,110.73,527401,583.97,7631,197250,37.4
DBL, EQ, 20-Jul-2021,577.95,578.95,581.3,565.35,572,566.45,571.1,310557,1773.58,4841,197598,63.63
DBREALTY, EQ, 20-Jul-2021,29.2,29.8,29.8,27.75,27.75,27.75,28.1,1018059,286.06,2503,490562,48.19
DBSTOCKBRO, EQ, 20-Jul-2021,14.85,14.4,15.4,14.4,14.6,14.6,14.78,5076,0.75,38,3945,77.72
DCAL, EQ, 20-Jul-2021,228.8,233.2,235.3,218,219.8,220.45,226.46,2044597,4630.23,41536,1051173,51.41
DCBBANK, EQ, 20-Jul-2021,106.4,106.2,106.35,103.3,104.45,104.55,104.68,890017,931.65,8356,372265,41.83
DCM, EQ, 20-Jul-2021,40.8,40.05,40.75,39.35,40.2,40.2,39.98,17028,6.81,169,11110,65.25
DCMNVL, EQ, 20-Jul-2021,166.25,174.55,174.55,162.45,167.55,169.25,169.97,149055,253.36,2584,82191,55.14
DCMSHRIRAM, EQ, 20-Jul-2021,1052.8,1058.9,1082,955,960,963.05,1002.85,950800,9535.13,35235,261776,27.53
DCW, EQ, 20-Jul-2021,39.8,39.8,39.95,37.7,38.55,38.5,38.56,2525122,973.79,11445,865127,34.26
DECCANCE, EQ, 20-Jul-2021,725.85,737.7,745,711.1,720,720.15,732.13,424501,3107.89,27637,90389,21.29
DEEPAKFERT, BE, 20-Jul-2021,414.85,417,419.95,401,409,409.55,410.08,150244,616.12,3502, -, -
DEEPAKNTR, EQ, 20-Jul-2021,1958.05,1958,1969,1880.35,1910,1907.7,1919.66,826807,15871.84,52678,219199,26.51
DEEPENR, BE, 20-Jul-2021,55.75,55.95,56,53,53,53,53.38,46311,24.72,370, -, -
DEEPINDS, EQ, 20-Jul-2021,96.25,96.25,98,92.7,94.3,94.75,94.92,40365,38.32,1108,22318,55.29
DELTACORP, EQ, 20-Jul-2021,180.1,180,180.5,173.15,173.8,174.4,175.92,1882578,3311.9,20279,929220,49.36
DELTAMAGNT, EQ, 20-Jul-2021,55,52.6,55.6,52.6,53.65,54.6,53.95,6102,3.29,58,5735,93.99
DEN, EQ, 20-Jul-2021,53.75,53.8,54.05,51.15,51.5,51.5,52.41,6373093,3339.86,33165,1504460,23.61
DENORA, EQ, 20-Jul-2021,368.55,367.9,376,357.15,359.95,362.6,364.39,22643,82.51,2052,10055,44.41
DFMFOODS, EQ, 20-Jul-2021,398.65,398.65,399.95,388.1,394.25,393.9,394.5,112728,444.71,6343,37199,33
DGCONTENT, BE, 20-Jul-2021,14.5,14.5,14.5,13.8,13.8,13.8,13.81,12293,1.7,27, -, -
DHAMPURSUG, EQ, 20-Jul-2021,364.4,362.15,364,349,350.75,351.05,354.94,314810,1117.38,9161,168675,53.58
DHANBANK, EQ, 20-Jul-2021,17.6,17.65,17.85,16.65,17.25,17.2,17.19,1706181,293.28,4645,872035,51.11
DHANI, EQ, 20-Jul-2021,211.3,211.5,213.3,200.75,200.75,202.55,204.23,1844933,3767.84,17378,1015824,55.06
DHANILOANS, N3, 20-Jul-2021,1004.76,998,999,994,994,994,996.05,195,1.94,7,195,100
DHANILOANS, N4, 20-Jul-2021,1020.1,1015.5,1031,1010,1031,1029.13,1017.66,449,4.57,15,339,75.5
DHANILOANS, N5, 20-Jul-2021,1270.1,1270,1270,1270,1270,1270,1270,25,0.32,1,25,100
DHANILOANS, N6, 20-Jul-2021,1002.5,1005,1005,1002,1005,1005,1004.77,130,1.31,9,130,100
DHANILOANS, N7, 20-Jul-2021,1021,1003,1003,1000,1000,1000,1000.39,100,1,3,100,100
DHANIPP, E1, 20-Jul-2021,96.75,93.5,98.25,91.95,94,92.95,94,71491,67.2,1103,31458,44
DHANUKA, EQ, 20-Jul-2021,998.3,998,1006.15,974.6,995,993.3,988.56,73247,724.09,5497,32407,44.24
DHARSUGAR, BE, 20-Jul-2021,27.05,27.9,27.9,25.7,26.2,26.3,26.03,55569,14.47,308, -, -
DHFL, N6, 20-Jul-2021,367,367,370,365,370,370,368.72,204,0.75,6,204,100
DHFL, NC, 20-Jul-2021,375,397,397,384,384,384.52,384.82,119,0.46,5,115,96.64
DHFL, NN, 20-Jul-2021,390,360.13,390,360.13,390,390,387.55,260,1.01,6,240,92.31
DHFL, NP, 20-Jul-2021,383,387.99,388,384,387.5,387.5,386.97,845,3.27,13,845,100
DHFL, NS, 20-Jul-2021,360.3,370,375,370,370,370,371.06,644,2.39,15,644,100
DHFL, NX, 20-Jul-2021,387,386.95,387,380.8,384.9,383.78,386.25,97,0.37,5,97,100
DHFL, Y1, 20-Jul-2021,357.1,367,367,367,367,367,367,10,0.04,1,10,100
DHUNINV, EQ, 20-Jul-2021,669.9,703.8,703.8,644,667.1,667.55,667.49,20869,139.3,1436,9163,43.91
DIAMONDYD, EQ, 20-Jul-2021,764.45,755,777.35,737.95,768,762.2,761,63281,481.57,5268,23807,37.62
DIAPOWER, BZ, 20-Jul-2021,0.85,0.8,0.8,0.8,0.8,0.8,0.8,36641,0.29,24, -, -
DICIND, EQ, 20-Jul-2021,481.8,483.95,487.95,471.05,478.5,479.55,478.52,6147,29.41,819,3839,62.45
DIGISPICE, BE, 20-Jul-2021,55,57.5,57.75,52.75,57.75,57.7,56.82,658743,374.3,2297, -, -
DISHTV, EQ, 20-Jul-2021,14.45,14.6,14.6,13.7,14,13.95,14.03,12165639,1707.13,14714,7010662,57.63
DIVISLAB, EQ, 20-Jul-2021,4807.45,4807,4848,4763,4798.85,4787.85,4802.82,361369,17355.9,37797,137482,38.04
DIXON, EQ, 20-Jul-2021,4562.4,4580,4625,4452,4570,4576.6,4545.74,181129,8233.65,23333,103018,56.88
DLF, EQ, 20-Jul-2021,331.25,333.4,333.65,320.8,322.05,322.4,325.89,11504064,37490.77,107982,2483275,21.59
DLINKINDIA, EQ, 20-Jul-2021,161.15,162.4,162.4,151.05,152.9,153.05,156.01,1008743,1573.7,14592,336539,33.36
DMART, EQ, 20-Jul-2021,3331.6,3347,3419,3334,3394,3397.3,3384.9,553490,18735.06,47881,204257,36.9
DNAMEDIA, EQ, 20-Jul-2021,2.65,2.55,2.6,2.55,2.55,2.55,2.56,220092,5.63,276,157485,71.55
DODLA, EQ, 20-Jul-2021,598.65,604,611.85,592,600,600.75,601.31,173944,1045.94,10814,50409,28.98
