SYMBOL, SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
EIMCOELECO, EQ, 20-Jul-2021,508.95,500.25,504,485.3,494.05,496.45,495.41,13571,67.23,1138,7706,56.78
EKC, BE, 20-Jul-2021,99.05,98,100.95,94.5,96.4,95.8,97.59,211456,206.37,2511, -, -
ELECON, EQ, 20-Jul-2021,138.4,139.9,149.9,130.8,145.75,146.15,144.01,5808353,8364.7,46190,1661043,28.6
ELECTCAST, EQ, 20-Jul-2021,37,37,37,35.65,35.95,35.9,36.16,498574,180.27,2227,309948,62.17
ELECTHERM, EQ, 20-Jul-2021,155.5,155,156.9,151.1,151.25,152,153.27,14413,22.09,528,8073,56.01
ELGIEQUIP, EQ, 20-Jul-2021,209.75,208.25,210.2,203.15,206.5,206.95,206.62,120506,248.99,4105,78250,64.93
ELGIRUBCO, EQ, 20-Jul-2021,38.85,39.3,44.45,38.5,42.5,42.35,42.79,1445291,618.48,8449,540846,37.42
EMAMILTD, EQ, 20-Jul-2021,542.2,541.9,547,531,532.85,534.3,539.81,321142,1733.56,12548,226483,70.52
EMAMIPAP, EQ, 20-Jul-2021,164.75,166,166,158.4,159.45,159.35,161.1,117061,188.59,4117,48176,41.15
EMAMIREAL, EQ, 20-Jul-2021,83.7,87.85,87.85,81,84.35,84.55,85.5,547546,468.16,8444,312924,57.15
EMBASSY, RR, 20-Jul-2021,355.24,357.9,358.85,354.37,358,357.98,357.97,1921000,6876.56,260,1900800,98.95
EMCO, BZ, 20-Jul-2021,2.55,2.55,2.65,2.45,2.6,2.6,2.52,26197,0.66,34, -, -
EMKAY, EQ, 20-Jul-2021,135.25,134.9,136.9,127,127.5,127.8,130.18,477481,621.59,9621,255197,53.45
EMKAYTOOLS, SM, 20-Jul-2021,177.35,186.2,186.2,186.2,186.2,186.2,186.2,600,1.12,1,600,100
EMMBI, EQ, 20-Jul-2021,116.5,118.4,123.6,113.55,118.85,117.95,119.56,786425,940.26,19025,268130,34.09
ENDURANCE, EQ, 20-Jul-2021,1624.8,1625,1638.05,1591.2,1628,1616.55,1617.09,116130,1877.93,4667,89362,76.95
ENERGYDEV, EQ, 20-Jul-2021,11.85,12.15,12.2,11.6,11.85,11.75,11.87,33044,3.92,187,25535,77.28
ENGINERSIN, EQ, 20-Jul-2021,77.15,77.35,77.35,75.55,75.6,75.75,76.17,1672872,1274.18,16493,1064118,63.61
ENIL, EQ, 20-Jul-2021,191.1,191.35,199,186.05,193.7,194.05,192.83,281831,543.45,6486,160817,57.06
EPL, EQ, 20-Jul-2021,246.65,247.9,248,236.2,239,237.85,240.44,303367,729.4,10580,218290,71.96
EQ30, EQ, 20-Jul-2021,385.36,389.6,389.6,385,385.01,385.01,385.48,233,0.9,37,201,86.27
EQUITAS, EQ, 20-Jul-2021,128.1,126.5,127.65,118,121.8,121.55,121.94,3359927,4097.21,37352,2074941,61.76
EQUITASBNK, EQ, 20-Jul-2021,65.75,65.2,65.85,60.55,62.2,62.1,63.33,1608765,1018.84,20554,699144,43.46
ERFLNCDI, N4, 20-Jul-2021,983.8,971,979.8,970,979.8,979.8,973.75,790,7.69,10,600,75.95
ERFLNCDI, N5, 20-Jul-2021,920,920,920,911,920,920,917.18,255,2.34,11,255,100
ERFLNCDI, N6, 20-Jul-2021,927.8,931.5,931.5,931.5,931.5,931.5,931.5,5,0.05,1,5,100
ERIS, EQ, 20-Jul-2021,756.35,765.8,793,733.85,738.8,741.25,765.96,290350,2223.97,17128,82192,28.31
EROSMEDIA, EQ, 20-Jul-2021,24.2,24.2,24.3,22.9,23.25,23.1,23.55,759945,178.98,2804,629708,82.86
ESABINDIA, EQ, 20-Jul-2021,1908.85,1905,1912.7,1842,1850,1853.25,1863.26,6897,128.51,1286,4257,61.72
ESCORTS, EQ, 20-Jul-2021,1192.7,1192,1194.8,1160,1170.15,1169.85,1170.37,966169,11307.71,34099,412550,42.7
ESSARSHPNG, EQ, 20-Jul-2021,11.2,11.35,11.35,10.65,10.75,10.8,10.84,151071,16.37,451,106941,70.79
ESTER, EQ, 20-Jul-2021,148.85,148.75,151.85,144,145.25,145.35,147.57,530931,783.47,10836,168510,31.74
EUROTEXIND, EQ, 20-Jul-2021,8.85,9.25,9.25,9.25,9.25,9.25,9.25,1218,0.11,2,1218,100
EVEREADY, EQ, 20-Jul-2021,312.45,313,314.85,308.75,313.9,313.5,312.21,373475,1166.01,3634,282380,75.61
EVERESTIND, EQ, 20-Jul-2021,442.75,448,448.5,428.95,436.35,439.25,437.88,228272,999.57,10714,85787,37.58
EXCEL, BE, 20-Jul-2021,3.7,3.75,3.75,3.55,3.55,3.55,3.59,109148,3.92,232, -, -
EXCELINDUS, EQ, 20-Jul-2021,1206.4,1210,1210.55,1152.95,1170,1171.25,1174.78,28501,334.82,4123,13256,46.51
EXIDEIND, EQ, 20-Jul-2021,181.7,181.7,182.4,178.05,178.5,178.35,179.39,1776573,3187.06,26680,854467,48.1
EXPLEOSOL, BE, 20-Jul-2021,1200.95,1147,1189.85,1140.95,1140.95,1140.95,1143.57,22128,253.05,954, -, -
FACT, EQ, 20-Jul-2021,137.85,138.2,140.8,132.15,135.75,135.9,136.03,300504,408.77,4126,108042,35.95
FAIRCHEMOR, EQ, 20-Jul-2021,1568.6,1561,1596,1511,1565,1573.2,1556.56,18362,285.82,2022,9599,52.28
FCL, EQ, 20-Jul-2021,100.7,101.5,105.2,97.5,104.3,104.2,102.23,4487789,4587.74,36257,1326354,29.55
FCONSUMER, EQ, 20-Jul-2021,9.1,9.1,9.2,8.9,8.95,8.95,9,6162370,554.35,4925,2580086,41.87
FCSSOFT, BE, 20-Jul-2021,2.2,2.3,2.3,2.3,2.3,2.3,2.3,1335217,30.71,668, -, -
FDC, EQ, 20-Jul-2021,374.3,371.2,377.4,364.15,374,375.2,370.71,290312,1076.22,9353,110091,37.92
FEDERALBNK, EQ, 20-Jul-2021,86,86,86.35,82.95,83.75,83.75,84.04,15546947,13065.58,50781,5382057,34.62
FEL, EQ, 20-Jul-2021,11,11,11.15,10.75,10.9,10.85,10.9,537851,58.64,1054,353811,65.78
FELDVR, EQ, 20-Jul-2021,14.45,14.45,14.5,13.9,13.95,13.95,14.07,27810,3.91,146,16318,58.68
FELIX, SM, 20-Jul-2021,42.55,40.45,44,40.45,44,44,41.85,16000,6.7,4,16000,100
FIEMIND, EQ, 20-Jul-2021,798.05,798,805,768,770.6,772.35,777.33,38893,302.33,3752,18604,47.83
FILATEX, EQ, 20-Jul-2021,106.9,106.95,108.65,99.5,101,100.95,102.77,1862153,1913.68,11868,680005,36.52
FILDF2GP, MF, 20-Jul-2021,0.93,1.02,1.02,1.02,1.02,1.02,1.02,2432,0.02,8,2428,99.84
FINCABLES, EQ, 20-Jul-2021,531.75,532,536.75,501.5,512,518.1,517.43,325939,1686.51,17107,110708,33.97
FINEORG, EQ, 20-Jul-2021,2919.7,2925,3029.75,2881.05,2925,2941.75,2922.82,24562,717.9,5759,12473,50.78
FINPIPE, EQ, 20-Jul-2021,175.75,175,176.8,171,175.05,175.1,174.27,530023,923.69,11109,268208,50.6
FLEXITUFF, EQ, 20-Jul-2021,24.15,23.5,25,22.95,23.5,23,23.07,19109,4.41,81,13368,69.96
FLFL, EQ, 20-Jul-2021,72.25,72.25,73.25,69.3,69.9,69.85,70.99,149740,106.3,1709,70403,47.02
FLUOROCHEM, EQ, 20-Jul-2021,1500.05,1509,1572.2,1450.1,1550,1541.05,1520.89,232860,3541.54,10554,94690,40.66
FMGOETZE, EQ, 20-Jul-2021,301.2,303.95,303.95,291.6,295.9,295.1,296.17,192417,569.89,6568,103246,53.66
FMNL, EQ, 20-Jul-2021,18.45,18.6,18.9,17.55,17.55,17.65,17.8,48647,8.66,201,26728,54.94
FOCUS, SM, 20-Jul-2021,51.6,51.6,54.1,49.5,49.5,50.8,51.24,54000,27.67,16,30000,55.56
FORCEMOT, EQ, 20-Jul-2021,1550.4,1563.15,1572.6,1481.25,1494.95,1498.7,1519.57,228051,3465.4,14741,40462,17.74
FORTIS, EQ, 20-Jul-2021,236.8,238,243,234.2,236.8,236.95,238.89,2846091,6799.14,31564,943872,33.16
FOSECOIND, EQ, 20-Jul-2021,1550.75,1565,1755.1,1530,1687.95,1691.05,1666.43,39139,652.23,4637,14870,37.99
FRETAIL, EQ, 20-Jul-2021,63.35,63.2,63.5,60.25,61,60.9,61.71,1409061,869.52,9214,831000,58.98
FSC, EQ, 20-Jul-2021,91.35,90,93.9,86.8,88.85,88.8,91.04,90411,82.31,1241,43554,48.17
FSL, EQ, 20-Jul-2021,227,228.15,234.8,214.95,216.9,216.7,223.21,10111276,22569.26,85741,2792339,27.62
GABRIEL, EQ, 20-Jul-2021,125.4,125.85,126.65,121.5,123.3,123.05,123.53,424009,523.79,8137,143522,33.85
GAEL, EQ, 20-Jul-2021,183.3,185.95,186.05,173.2,180.7,178.65,179.12,477412,855.16,9796,191297,40.07
GAIL, EQ, 20-Jul-2021,144.35,144.4,145,140.75,142.1,142.35,142.32,8959340,12750.93,44749,4011263,44.77
GAL, EQ, 20-Jul-2021,2.4,2.4,2.4,2.3,2.3,2.3,2.31,529186,12.23,755,517794,97.85
GALAXYSURF, EQ, 20-Jul-2021,3104.5,3112.4,3136.85,3072.25,3114,3100.75,3106.98,20641,641.31,4135,7594,36.79
GALLANTT, EQ, 20-Jul-2021,78,80.5,80.5,76,76.7,76.5,77.4,64691,50.07,1179,33981,52.53
GALLISPAT, EQ, 20-Jul-2021,56.6,57,57.5,54.1,55.35,55.15,55.83,58492,32.65,1206,40686,69.56
GAMMNINFRA, BE, 20-Jul-2021,2.4,2.5,2.5,2.35,2.45,2.4,2.45,3905262,95.8,2114, -, -
GANDHITUBE, EQ, 20-Jul-2021,458.5,459.9,466,453.95,456.5,455.5,458.88,26349,120.91,2068,10380,39.39
GANECOS, EQ, 20-Jul-2021,501.75,501.75,508.15,492.85,500,500.45,500.31,16293,81.52,1289,11139,68.37
GANESHHOUC, EQ, 20-Jul-2021,125.5,120.25,123.35,119.25,120,120.15,120.55,55962,67.46,502,42640,76.19
GANGAFORGE, EQ, 20-Jul-2021,105.8,107.5,107.5,104.3,105.4,105.3,105.2,59543,62.64,247,27958,46.95
GANGESSECU, EQ, 20-Jul-2021,93.7,94.15,97.55,91.35,93.45,94.4,94.95,36159,34.33,1146,18057,49.94
GARFIBRES, EQ, 20-Jul-2021,3353.15,3355,3399.9,3254.45,3387,3379.05,3330.98,14186,472.53,3402,8064,56.84
GATI, EQ, 20-Jul-2021,166.9,166.9,168.15,159,162.9,162.45,163.46,960842,1570.62,10944,309247,32.19
GAYAHWS, BE, 20-Jul-2021,1.2,1.2,1.25,1.15,1.15,1.15,1.19,230769,2.74,110, -, -
GAYAPROJ, EQ, 20-Jul-2021,40.85,41,41.9,37.35,39,38.7,39.15,4833466,1892.35,13604,2698568,55.83
GDL, BE, 20-Jul-2021,284.45,280,288,274.5,277,278.95,277.33,54512,151.18,1257, -, -
GEECEE, EQ, 20-Jul-2021,178.7,180.85,191.45,180,183.5,184.35,188.02,398747,749.72,7136,113133,28.37
GEEKAYWIRE, EQ, 20-Jul-2021,89.45,90.55,90.55,85.1,88,87.45,86.65,27131,23.51,474,14269,52.59
GENCON, EQ, 20-Jul-2021,51.25,51.95,53.55,50,50.75,51.15,51.44,128289,65.99,2046,65284,50.89
GENESYS, EQ, 20-Jul-2021,165.9,159.2,162.9,157.65,157.65,157.65,158.2,14340,22.69,358,9289,64.78
GENUSPAPER, BE, 20-Jul-2021,12.25,11.9,12.4,11.65,11.8,11.7,11.79,368247,43.41,888, -, -
GENUSPOWER, EQ, 20-Jul-2021,70.8,70.2,71.2,66.35,68.75,68.35,68.23,1137594,776.23,9920,336180,29.55
GEOJITFSL, EQ, 20-Jul-2021,95.65,96.4,97.9,91.25,92.25,92.2,93.43,1580320,1476.51,13831,499936,31.64
GEPIL, EQ, 20-Jul-2021,331.65,333,333.65,318.4,324.6,324.35,326.58,128126,418.43,5331,55815,43.56
GESHIP, EQ, 20-Jul-2021,382.2,376.05,387.5,359.75,365,364.2,368.04,607048,2234.17,12577,331165,54.55
GET&D, EQ, 20-Jul-2021,135.35,137.5,137.5,132,134,133.25,134.03,159383,213.62,2650,86200,54.08
GFLLIMITED, EQ, 20-Jul-2021,66.4,67.8,67.8,63.75,64.5,64.35,64.89,176364,114.45,2043,127437,72.26
GFSTEELS, EQ, 20-Jul-2021,3.15,3.3,3.3,3.3,3.3,3.3,3.3,3769,0.12,9,3769,100
GHCL, EQ, 20-Jul-2021,310.7,310.6,310.6,292.45,303.75,301.2,300.4,275751,828.36,6377,103896,37.68
GICHSGFIN, EQ, 20-Jul-2021,181.95,183.65,183.65,175.05,176.3,176,178.05,345464,615.09,5303,124661,36.09
GICRE, EQ, 20-Jul-2021,183.25,183,183.25,175.55,176.7,176.9,177.84,737532,1311.61,15601,386748,52.44
GILLANDERS, BE, 20-Jul-2021,60.35,57.35,62.5,57.35,59.5,59.5,59.28,12133,7.19,73, -, -
GILLETTE, EQ, 20-Jul-2021,6083.5,6083.5,6164.95,5959,6000,6005.7,6046.5,10318,623.88,2737,4766,46.19
GINNIFILA, EQ, 20-Jul-2021,41.2,40.8,41.9,38.3,39.45,39.15,39.79,740253,294.51,3668,432114,58.37
GIPCL, EQ, 20-Jul-2021,95.05,95.8,96.8,90.85,92.4,92.3,93.31,1695285,1581.84,16006,638313,37.65
GKWLIMITED, EQ, 20-Jul-2021,749.4,713.65,770,703.8,715.05,714.95,722.83,2424,17.52,398,1196,49.34
GLAND, EQ, 20-Jul-2021,3858.6,3899.75,3899.75,3761.95,3800,3794.85,3822.87,155329,5938.02,24450,70942,45.67
GLAXO, EQ, 20-Jul-2021,1607.55,1610,1628,1593.05,1607,1605.3,1608.47,64070,1030.55,6901,33790,52.74
GLENMARK, EQ, 20-Jul-2021,682.55,682.55,685.9,665,666.8,667.6,675.24,1764497,11914.56,39126,428623,24.29
GLOBAL, EQ, 20-Jul-2021,49.3,50.3,50.3,46.85,47.95,47.4,48.23,20737,10,239,13063,62.99
GLOBALVECT, EQ, 20-Jul-2021,58.05,57.1,61.65,52.25,55.35,54.45,55.76,108456,60.47,1145,52467,48.38
GLOBE, BE, 20-Jul-2021,166.65,158.35,174.95,158.35,174.95,174.9,167.74,83626,140.28,1540, -, -
GLOBUSSPR, BE, 20-Jul-2021,680.85,680.85,684.95,650,674,671.05,668.59,52917,353.8,1909, -, -
GMBREW, EQ, 20-Jul-2021,597.25,597,601.45,567.6,581.7,578.45,582.87,47805,278.64,3401,27220,56.94
GMDCLTD, EQ, 20-Jul-2021,68,68,68.35,65.3,65.85,65.95,66.57,848445,564.78,6340,364466,42.96
GMMPFAUDLR, EQ, 20-Jul-2021,4605.2,4601,4632.65,4505,4540,4545.85,4558.63,25642,1168.92,6241,12812,49.96
GMRINFRA, EQ, 20-Jul-2021,30.25,30.25,30.35,28.95,29.15,29.2,29.41,20602961,6059.42,42787,4395796,21.34
GNA, EQ, 20-Jul-2021,503.95,507,534.25,503.25,521.05,517.4,518.82,312114,1619.31,13631,94434,30.26
GNFC, EQ, 20-Jul-2021,362.4,364,364,351.2,355.7,355.6,356.04,301062,1071.9,7969,181750,60.37
GOACARBON, EQ, 20-Jul-2021,388.9,388.9,393.9,372.1,380,381.3,383.55,25834,99.09,1216,16319,63.17
GOCLCORP, EQ, 20-Jul-2021,271.95,278.8,278.8,266.5,266.5,267.45,269.27,14198,38.23,638,9762,68.76
GODFRYPHLP, EQ, 20-Jul-2021,1044.8,1045,1053.6,1013.8,1024,1027.05,1031.4,56341,581.1,4608,28039,49.77
GODHA, BE, 20-Jul-2021,43.4,42.7,43,41.25,43,43,42.47,1122,0.48,8, -, -
GODREJAGRO, EQ, 20-Jul-2021,654.65,652.8,652.8,628.05,646.45,645.4,639.93,295535,1891.23,11456,96574,32.68
GODREJCP, EQ, 20-Jul-2021,944,944,953.7,939.25,947.95,948.85,947.36,671763,6364.03,20859,214184,31.88
GODREJIND, EQ, 20-Jul-2021,553.1,551,558.95,540.1,549,554.85,550.78,103339,569.17,5890,34836,33.71
GODREJPROP, EQ, 20-Jul-2021,1568.95,1573,1574.95,1513.8,1542,1545.9,1543.47,564104,8706.8,26621,121298,21.5
GOENKA, BZ, 20-Jul-2021,1.35,1.35,1.35,1.3,1.35,1.35,1.32,502322,6.65,146, -, -
GOKEX, EQ, 20-Jul-2021,201.05,202,206,191,195,197.15,195.47,447273,874.29,5820,235481,52.65
GOKUL, EQ, 20-Jul-2021,34,34.95,35.3,31.15,32.05,32.5,33.39,408684,136.47,2717,197439,48.31
GOKULAGRO, EQ, 20-Jul-2021,40.95,40.25,40.95,38.5,40.2,40.15,39.91,218144,87.07,2009,152638,69.97
GOLDBEES, EQ, 20-Jul-2021,41.62,42.13,42.13,41.65,41.74,41.69,41.79,3560043,1487.66,16645,2196528,61.7
GOLDENTOBC, BE, 20-Jul-2021,47.9,48.5,50.25,46.75,49,49,49.05,6279,3.08,39, -, -
GOLDIAM, EQ, 20-Jul-2021,601.2,600,608.8,571,579.7,580.8,587.2,131116,769.91,5318,70374,53.67
GOLDSHARE, EQ, 20-Jul-2021,41.65,41.95,42.35,41.6,41.75,41.7,41.8,71207,29.77,425,57025,80.08
GOLDTECH, EQ, 20-Jul-2021,12.55,12.95,12.95,12.05,12.15,12.2,12.28,49273,6.05,210,27719,56.26
GOODLUCK, EQ, 20-Jul-2021,194.9,200.05,204.6,200.05,204.6,204.6,203.66,248733,506.58,1543,158621,63.77
GOODYEAR, EQ, 20-Jul-2021,1249.5,1250,1259.95,1200,1228,1223.25,1223.44,110676,1354.06,8285,42868,38.73
GPIL, BE, 20-Jul-2021,1480.1,1519.5,1554.1,1445.1,1500,1503.65,1516.99,118664,1800.12,5881, -, -
GPPL, EQ, 20-Jul-2021,106.7,107,107.85,103.35,104.2,104.35,104.58,870372,910.24,11829,313240,35.99
GPTINFRA, EQ, 20-Jul-2021,98.25,98.25,103,93.15,96.65,97.05,98.45,174936,172.23,4284,86228,49.29
GRANULES, EQ, 20-Jul-2021,377.8,379,381.45,360.05,368.45,368.1,369.7,4600847,17009.2,49896,1108566,24.09
GRAPHITE, EQ, 20-Jul-2021,652.9,650,652,627,631.65,631.7,635.04,608724,3865.65,25574,361987,59.47
GRASIM, EQ, 20-Jul-2021,1558.8,1558.2,1587.55,1538.9,1570,1574.1,1567.01,1729066,27094.69,61635,603639,34.91
GRAVITA, EQ, 20-Jul-2021,181.05,182,186,172.25,180,178.6,179.61,1120067,2011.77,17335,395713,35.33
GREAVESCOT, EQ, 20-Jul-2021,166.55,166,168,157.35,161.8,161.35,161.65,3045138,4922.33,33598,1183008,38.85
GREENLAM, EQ, 20-Jul-2021,1320.75,1333.1,1336.85,1272.2,1297.45,1297.3,1293.48,5588,72.28,1136,2913,52.13
GREENPANEL, BE, 20-Jul-2021,242.2,242,242.2,231.1,239.95,236.65,235.88,69477,163.89,1818, -, -
GREENPLY, EQ, 20-Jul-2021,199.35,200,201.05,195,195.9,195.95,197.39,165359,326.4,3293,84503,51.1
GREENPOWER, EQ, 20-Jul-2021,3.4,3.25,3.55,3.25,3.25,3.25,3.34,37465953,1252.13,7622,16899773,45.11
GRINDWELL, EQ, 20-Jul-2021,1272.8,1279.2,1287.95,1217.65,1236.2,1234.15,1247.7,48430,604.26,6166,20270,41.85
GRINFRA, EQ, 20-Jul-2021,1747.1,1734,1775,1685,1709.05,1719.5,1731.43,2391188,41401.65,125942,624815,26.13
GROBTEA, EQ, 20-Jul-2021,1236.15,1225.05,1255,1201.15,1254,1226.05,1238.85,584,7.23,131,388,66.44
GRPLTD, EQ, 20-Jul-2021,944,955.5,955.5,918,920,926.5,935.67,1038,9.71,132,830,79.96
GRSE, EQ, 20-Jul-2021,203.8,204.95,206.9,199,200,199.35,200.92,214785,431.55,4118,113586,52.88
GSCLCEMENT, EQ, 20-Jul-2021,51.95,52.45,54.2,51.1,51.95,52.2,52.68,1163568,612.98,8497,347524,29.87
GSFC, EQ, 20-Jul-2021,114.65,114.45,115.4,111.5,111.5,112.45,113.42,2029505,2301.88,17073,996810,49.12
GSPL, EQ, 20-Jul-2021,327.55,328,339,323.3,331.65,332.15,332.89,872161,2903.34,21946,236154,27.08
GSS, EQ, 20-Jul-2021,79.5,80.1,81.95,74,76.3,76.4,77.9,481393,375,5148,237344,49.3
GTL, BE, 20-Jul-2021,20.85,21.75,21.85,19.85,21.85,21.85,21.69,319777,69.36,1143, -, -
GTLINFRA, EQ, 20-Jul-2021,3.15,3.3,3.3,3.3,3.3,3.3,3.3,1106375,36.51,689,1106375,100
GTPL, EQ, 20-Jul-2021,184.45,187.25,187.25,177.4,182,181.85,181.97,291292,530.06,7196,119483,41.02
GUFICBIO, EQ, 20-Jul-2021,179.05,179.05,182.95,172.2,176.2,175.1,177.45,212554,377.17,6091,120392,56.64
GUJALKALI, EQ, 20-Jul-2021,468.1,465.3,479.35,452.95,455.95,455.95,461.74,514257,2374.55,12426,186560,36.28
GUJAPOLLO, EQ, 20-Jul-2021,235.15,239.25,239.25,226.15,232,231.5,230.95,23863,55.11,1405,11436,47.92
GUJGASLTD, EQ, 20-Jul-2021,684.55,680,716.95,680,711.9,710.6,707.86,6045411,42793.04,117630,889578,14.71
GUJRAFFIA, BE, 20-Jul-2021,50.1,47.6,47.6,47.6,47.6,47.6,47.6,1810,0.86,32, -, -
GULFOILLUB, EQ, 20-Jul-2021,665.55,664,668.85,651.4,658.85,658.65,657.76,38952,256.21,2920,24996,64.17
GULFPETRO, EQ, 20-Jul-2021,65.7,67,67,62.7,63.35,63.15,64.09,126470,81.06,1588,74933,59.25
GULPOLY, BE, 20-Jul-2021,236.25,236.1,236.1,224.45,227,232.8,227.72,78173,178.02,1261, -, -
HAL, EQ, 20-Jul-2021,1082.1,1082.1,1088.95,1053.95,1066,1066.75,1069.53,144416,1544.57,10156,62704,43.42
HAPPSTMNDS, EQ, 20-Jul-2021,1526.1,1533.75,1539.7,1475.65,1493,1491.55,1502.08,1770147,26589.06,98631,654913,37
HARRMALAYA, EQ, 20-Jul-2021,216.65,216.9,217.6,205.6,208.5,208.3,210.43,210891,443.78,8416,61816,29.31
HATHWAY, EQ, 20-Jul-2021,26.75,27,27,26,26.25,26.25,26.39,6453232,1703.06,9614,2728994,42.29
HATSUN, EQ, 20-Jul-2021,966.1,984.85,984.85,941,945,944.5,955.74,42966,410.64,5840,20860,48.55
HAVELLS, EQ, 20-Jul-2021,1089.65,1094.95,1109.75,1061.05,1097.95,1103.55,1089.23,2862918,31183.67,89227,873322,30.5
HAVISHA, BE, 20-Jul-2021,1.85,1.8,1.8,1.8,1.8,1.8,1.8,14393,0.26,34, -, -
HBANKETF, EQ, 20-Jul-2021,350.93,348.32,348.32,343.2,344.17,343.36,345.14,5121,17.67,249,4024,78.58
HBLPOWER, EQ, 20-Jul-2021,53.55,53.6,54.25,51.4,53,52.75,52.72,1424248,750.82,7957,537079,37.71
HBSL, EQ, 20-Jul-2021,29.75,29,29.75,28.3,28.3,28.3,28.57,10459,2.99,113,9767,93.38
HCC, EQ, 20-Jul-2021,13,13,13.2,12.35,12.4,12.4,12.52,4340167,543.43,6350,3156834,72.74
HCG, EQ, 20-Jul-2021,229.9,229.95,232.2,220.1,222.7,222,223.89,249444,558.49,11179,77125,30.92
HCL-INSYS, EQ, 20-Jul-2021,16.45,16.45,16.5,15.65,15.7,15.7,15.87,1087498,172.61,3699,699487,64.32
HCLTECH, EQ, 20-Jul-2021,1000.2,999,1012.2,969.35,977,977.2,978.64,10216774,99985.59,269005,5289887,51.78
HDFC, EQ, 20-Jul-2021,2481.65,2470,2480.5,2450,2459,2458.75,2462.42,1731830,42644.99,112197,1092351,63.07
HDFC, W3, 20-Jul-2021,698,691.15,697,690,692,690.4,692.72,26400,182.88,44,19800,75
HDFCAMC, EQ, 20-Jul-2021,2992.25,2981,2981,2865.3,2874.45,2877.65,2905.14,719896,20913.97,76653,273918,38.05
HDFCBANK, EQ, 20-Jul-2021,1471,1442,1454,1436.15,1444,1443.15,1443.36,12087125,174460.42,329311,8568066,70.89
HDFCLIFE, EQ, 20-Jul-2021,678.7,678.7,681.5,661.95,663.1,663.45,670.88,3629414,24348.95,120633,1882521,51.87
HDFCMFGETF, EQ, 20-Jul-2021,42.69,42.72,43,42.72,42.75,42.77,42.85,286411,122.72,858,169011,59.01
HDFCNIFETF, EQ, 20-Jul-2021,168.15,171.12,171.12,165.81,167.23,167.51,166.85,27707,46.23,482,20360,73.48
HDFCSENETF, EQ, 20-Jul-2021,565.87,567.99,569.8,559.95,563,562.97,563.63,2916,16.44,171,2160,74.07
HDIL, BZ, 20-Jul-2021,5.7,5.8,5.85,5.6,5.7,5.7,5.73,278822,15.96,482, -, -
HEG, EQ, 20-Jul-2021,2217.1,2198,2231.4,2186.5,2195,2195.6,2195.11,106145,2330,10227,72540,68.34
HEIDELBERG, EQ, 20-Jul-2021,263.3,268.2,275.4,262.1,264.05,265.5,269.2,2136760,5752.11,33903,536907,25.13
HEMIPROP, EQ, 20-Jul-2021,155.25,155.55,156.15,146.9,149,148.95,150.83,1269915,1915.46,11004,656569,51.7
HERANBA, EQ, 20-Jul-2021,769,771,805,756,794,799.1,788.35,1503855,11855.7,46815,583323,38.79
HERCULES, EQ, 20-Jul-2021,177.8,178.3,179.1,168.5,169,170.2,172.37,317581,547.42,10064,106778,33.62
HERITGFOOD, EQ, 20-Jul-2021,485.55,486,490.6,461.6,469,466.85,467.8,195112,912.73,9997,131334,67.31
HEROMOTOCO, EQ, 20-Jul-2021,2887.1,2888,2899,2828,2843,2839,2847.43,481836,13719.96,48429,241729,50.17
HESTERBIO, EQ, 20-Jul-2021,2435.35,2435.35,2450,2378.9,2399.8,2385.75,2403.1,12824,308.17,2354,5381,41.96
HEXATRADEX, EQ, 20-Jul-2021,141.5,142,143.95,134.5,138,136.65,136.49,37758,51.54,570,22144,58.65
HFCL, BE, 20-Jul-2021,81.8,80.4,84,77.75,78.35,78.35,79.02,6175657,4879.88,31846, -, -
HGINFRA, EQ, 20-Jul-2021,494.35,492.75,495.65,463.6,474.9,474.3,478.95,265989,1273.96,10225,77170,29.01
HGS, BE, 20-Jul-2021,3123.95,3123,3123,2967.8,3000,2980.1,3014.9,40528,1221.88,2412, -, -
HIKAL, EQ, 20-Jul-2021,555.7,552.5,554,521.1,532.45,530.65,537.39,395660,2126.25,15223,187307,47.34
HIL, EQ, 20-Jul-2021,4525.45,4550,4683,4487.35,4611.05,4640.75,4608.36,39972,1842.05,7010,17887,44.75
HILTON, EQ, 20-Jul-2021,11.95,11.7,11.95,11.5,11.5,11.65,11.57,12849,1.49,62,10650,82.89
HIMATSEIDE, EQ, 20-Jul-2021,257.2,260.85,264.2,250.5,257.65,257.35,256.57,553581,1420.3,14011,241876,43.69
HINDALCO, EQ, 20-Jul-2021,396.95,396.45,396.45,381.2,382.2,383,385.86,9214553,35555.01,89029,3277866,35.57
HINDCOMPOS, EQ, 20-Jul-2021,333.2,336.95,336.95,325,325,325.6,329.71,11935,39.35,880,4056,33.98
HINDCON, EQ, 20-Jul-2021,67.55,70.9,70.9,69.5,70.9,70.9,70.83,135414,95.91,784,96659,71.38
HINDCOPPER, EQ, 20-Jul-2021,140.25,140.45,141.55,136.25,136.85,136.8,137.98,2611676,3603.47,21309,1120644,42.91
HINDMOTORS, EQ, 20-Jul-2021,8.35,8.25,8.35,8,8.1,8.05,8.13,314278,25.56,649,193392,61.54
